marketing_year,destination,exports_mil_bu,share_of_total_exports
2002,French Polynesia,0.209431,0.000132
2002,Netherlands Antilles,0.196817,0.000124
2002,Grenada,0.176212,0.000111
2002,St. Vincent And The Grenadine,0.143694,0.000090
2002,United Kingdom,0.123116,0.000078
2002,Laos,0.098263,0.000062
2002,Pakistan,0.080122,0.000050
2002,Chile,0.027310,0.000017
2002,Argentina,0.015720,0.000010
2002,Thailand,0.013499,0.000009
2002,Kuwait,0.011413,0.000007
2002,Bahamas,0.010929,0.000007
2002,China,0.010818,0.000007
2002,Belize,0.010433,0.000007
2002,Hong Kong,0.009811,0.000006
2002,Bahrain,0.006145,0.000004
2002,New Zealand (No Islands),0.003063,0.000002
2002,Former Soviet Union-12,0.003004,0.000002
2002,United Arab Emirates,0.001673,0.000001
2002,Indonesia,0.001630,0.000001
2002,Singapore,0.001590,0.000001
2002,Qatar,0.000933,0.000001
2002,Tokelau Islands,0.000012,0.000000
2002,Aruba,0.000008,0.000000
2003,Japan,575.217710,0.302776
2003,Mexico,223.711163,0.117754
2003,Taiwan,186.691286,0.098268
2003,South Korea,144.089382,0.075844
2003,Egypt,125.917398,0.066279
2003,Canada,79.863916,0.042038
2003,Colombia,70.146733,0.036923
2003,Algeria,49.981221,0.026308
2003,Israel,46.312576,0.024377
2003,Dominican Republic,31.856204,0.016768
2003,Syria,30.832008,0.016229
2003,Morocco,28.059974,0.014770
2003,Turkey,25.775904,0.013568
2003,Venezuela,25.699518,0.013527
2003,Tunisia,24.338693,0.012811
2003,Costa Rica,22.248953,0.011711
2003,Guatemala,21.172334,0.011144
2003,El Salvador,19.010610,0.010007
2003,Saudi Arabia,18.996205,0.009999
2003,Cuba,18.632860,0.009808
2003,Ecuador,15.120742,0.007959
2003,Panama,10.980761,0.005780
2003,Sub-Saharan Africa,10.371538,0.005459
2003,Lebanon,10.208179,0.005373
2003,Jamaica,9.731056,0.005122
2003,Honduras,8.996445,0.004735
2003,Indonesia,8.814950,0.004640
2003,Jordan,7.469883,0.003932
2003,Malaysia,7.422354,0.003907
2003,Unidentified Country,6.477962,0.003410
2003,Peru,5.816213,0.003061
2003,European Union-27,5.746240,0.003025
2003,Trinidad And Tobago,3.735001,0.001966
2003,Former Soviet Union-12,3.004102,0.001581
2003,Nicaragua,2.966903,0.001562
2003,Iran,2.522519,0.001328
2003,Libya,1.910225,0.001005
2003,North Korea,1.495992,0.000787
2003,Barbados,1.387895,0.000731
2003,United Kingdom,1.047159,0.000551
2003,Hong Kong,1.015275,0.000534
2003,Oman,0.872400,0.000459
2003,Yemen (Sana),0.799135,0.000421
2003,Chile,0.769885,0.000405
2003,Other Europe,0.713931,0.000376
2003,Suriname,0.652926,0.000344
2003,Bahrain,0.239800,0.000126
2003,French Polynesia,0.230017,0.000121
2003,St. Vincent And The Grenadine,0.190070,0.000100
2003,New Zealand (No Islands),0.110137,0.000058
2003,Pakistan,0.108176,0.000057
2003,Grenada,0.099208,0.000052
2003,Nepal,0.049446,0.000026
2003,Philippines,0.046801,0.000025
2003,China,0.042856,0.000023
2003,Argentina,0.030502,0.000016
2003,United Arab Emirates,0.015712,0.000008
2003,Thailand,0.014641,0.000008
2003,Guadeloupe,0.006732,0.000004
2003,Australia,0.006626,0.000003
2003,Belize,0.005819,0.000003
2003,Kuwait,0.004645,0.000002
2003,Tokelau Islands,0.002937,0.000002
2003,Brazil,0.002909,0.000002
2003,Bahamas,0.002287,0.000001
2003,Netherlands Antilles,0.000992,0.000001
2003,Qatar,0.000807,0.000000
2003,Singapore,0.000437,0.000000
2004,Japan,610.636222,0.335873
2004,Mexico,231.700715,0.127444
2004,Taiwan,170.806482,0.093950
2004,Egypt,151.713919,0.083448
2004,Canada,93.494914,0.051426
2004,South Korea,82.768176,0.045526
2004,Colombia,80.479115,0.044267
2004,Syria,50.841456,0.027965
2004,Algeria,42.229855,0.023228
2004,Dominican Republic,38.932653,0.021414
2004,Morocco,32.480670,0.017866
2004,Guatemala,25.817080,0.014200
2004,Costa Rica,21.544840,0.011850
2004,El Salvador,20.113959,0.011063
2004,Cuba,17.701093,0.009736
2004,Israel,16.638226,0.009152
2004,Honduras,12.681995,0.006976
2004,Ecuador,12.655898,0.006961
2004,Jordan,11.768542,0.006473
2004,Panama,11.718057,0.006445
2004,Lebanon,10.203782,0.005612
2004,Peru,9.149646,0.005033
2004,Jamaica,8.486615,0.004668
2004,Tunisia,8.234296,0.004529
2004,Venezuela,7.190341,0.003955
2004,Sub-Saharan Africa,5.747736,0.003161
2004,Saudi Arabia,5.410685,0.002976
2004,Unidentified Country,5.346913,0.002941
2004,Trinidad And Tobago,4.551690,0.002504
2004,Nicaragua,3.286297,0.001808
2004,Philippines,2.320213,0.001276
2004,European Union-27,2.239693,0.001232
2004,Hong Kong,1.897025,0.001043
2004,Indonesia,1.690251,0.000930
2004,Barbados,1.371329,0.000754
2004,Suriname,0.719537,0.000396
2004,Former Soviet Union-12,0.666606,0.000367
2004,United Arab Emirates,0.497421,0.000274
2004,North Korea,0.472379,0.000260
2004,French Polynesia,0.414563,0.000228
2004,Turkey,0.389108,0.000214
2004,St. Vincent And The Grenadine,0.192904,0.000106
2004,Malaysia,0.174535,0.000096
2004,Pakistan,0.126100,0.000069
2004,Grenada,0.107239,0.000059
2004,Guyana,0.100113,0.000055
2004,China,0.070276,0.000039
2004,Argentina,0.060103,0.000033
2004,Kuwait,0.050919,0.000028
2004,Bahrain,0.035983,0.000020
2004,Qatar,0.029802,0.000016
2004,Australia,0.019645,0.000011
2004,Chile,0.019605,0.000011
2004,Other Europe,0.015503,0.000009
2004,United Kingdom,0.014184,0.000008
2004,Brazil,0.006153,0.000003
2004,Belize,0.005484,0.000003
2004,India,0.003626,0.000002
2004,Singapore,0.003535,0.000002
2004,Bolivia,0.002586,0.000001
2004,Uruguay,0.001787,0.000001
2004,Vietnam,0.001193,0.000001
2004,New Zealand (No Islands),0.001185,0.000001
2004,Netherlands Antilles,0.000744,0.000000
2004,Thailand,0.000567,0.000000
2004,Bahamas,0.000488,0.000000
2004,Haiti,0.000150,0.000000
2004,St. Lucia,0.000051,0.000000
2004,Tokelau Islands,0.000028,0.000000
2005,Japan,627.923000,0.294273
2005,Mexico,249.434814,0.116896
2005,South Korea,219.949896,0.103078
2005,Taiwan,183.152276,0.085833
2005,Egypt,159.251768,0.074633
2005,Colombia,106.459833,0.049892
2005,Canada,74.087992,0.034721
2005,Algeria,48.609042,0.022780
2005,Morocco,43.052612,0.020176
2005,Dominican Republic,40.729981,0.019088
2005,Indonesia,37.995528,0.017806
2005,Syria,32.654796,0.015304
2005,Guatemala,28.270633,0.013249
2005,Costa Rica,26.853255,0.012585
2005,Israel,24.409000,0.011439
2005,Saudi Arabia,22.202309,0.010405
2005,El Salvador,19.645407,0.009207
2005,Cuba,16.602405,0.007781
2005,Peru,16.570674,0.007766
2005,Tunisia,15.515802,0.007271
2005,Honduras,13.892304,0.006511
2005,Ecuador,13.336496,0.006250
2005,Panama,13.085425,0.006132
2005,Jordan,12.553344,0.005883
2005,Chile,11.776991,0.005519
2005,Jamaica,11.342818,0.005316
2005,Sub-Saharan Africa,9.520558,0.004462
2005,Lebanon,7.081555,0.003319
2005,Venezuela,6.835413,0.003203
2005,Unidentified Country,5.715950,0.002679
2005,Libya,4.979647,0.002334
2005,Nicaragua,4.578130,0.002146
2005,Trinidad And Tobago,3.785553,0.001774
2005,Hong Kong,3.718131,0.001742
2005,Philippines,2.400454,0.001125
2005,United Arab Emirates,2.387486,0.001119
2005,China,2.153442,0.001009
2005,Turkey,1.474627,0.000691
2005,Barbados,1.304497,0.000611
2005,Oman,1.130695,0.000530
2005,Australia,0.840854,0.000394
2005,Iraq,0.836575,0.000392
2005,European Union-27,0.802450,0.000376
2005,Suriname,0.757921,0.000355
2005,Malaysia,0.692530,0.000325
2005,Vietnam,0.677645,0.000318
2005,Guyana,0.650953,0.000305
2005,Former Soviet Union-12,0.572138,0.000268
2005,French Polynesia,0.419783,0.000197
2005,Grenada,0.331087,0.000155
2005,St. Vincent And The Grenadine,0.187826,0.000088
2005,Martinique,0.171031,0.000080
2005,Pakistan,0.159618,0.000075
2005,India,0.087083,0.000041
2005,Singapore,0.080063,0.000038
2005,United Kingdom,0.024814,0.000012
2005,Argentina,0.024806,0.000012
2005,Other Europe,0.015484,0.000007
2005,Kuwait,0.012440,0.000006
2005,Nepal,0.008259,0.000004
2005,Belize,0.008252,0.000004
2005,Brazil,0.006795,0.000003
2005,Bahamas,0.006208,0.000003
2005,Bahrain,0.003228,0.000002
2005,Aruba,0.001720,0.000001
2005,Netherlands Antilles,0.001441,0.000001
2005,Guadeloupe,0.001295,0.000001
2005,New Zealand (No Islands),0.001276,0.000001
2005,Haiti,0.000866,0.000000
2005,Thailand,0.000795,0.000000
2006,Japan,594.807856,0.279861
2006,Mexico,345.175464,0.162407
2006,Taiwan,170.425559,0.080186
2006,South Korea,159.155127,0.074884
2006,Egypt,132.934550,0.062547
2006,Colombia,127.843393,0.060151
2006,Canada,80.696101,0.037968
2006,Syria,57.894037,0.027240
2006,Dominican Republic,47.328488,0.022268
2006,Algeria,33.632191,0.015824
2006,Israel,31.496693,0.014819
2006,Guatemala,29.415193,0.013840
2006,Morocco,27.533620,0.012955
2006,Costa Rica,24.477493,0.011517
2006,El Salvador,21.195818,0.009973
2006,Cuba,21.176952,0.009964
2006,Venezuela,20.283502,0.009544
2006,Tunisia,18.057257,0.008496
2006,Saudi Arabia,16.462486,0.007746
2006,Ecuador,16.454620,0.007742
2006,Honduras,14.592606,0.006866
2006,Panama,13.833126,0.006509
2006,Turkey,13.771751,0.006480
2006,Jordan,12.594720,0.005926
2006,Chile,11.728753,0.005518
2006,Peru,10.806104,0.005084
2006,Jamaica,10.032018,0.004720
2006,Unidentified Country,10.018975,0.004714
2006,Libya,8.814662,0.004147
2006,Lebanon,8.580185,0.004037
2006,Malaysia,7.299695,0.003435
2006,Nicaragua,5.018346,0.002361
2006,Trinidad And Tobago,4.393202,0.002067
2006,Indonesia,4.143773,0.001950
2006,Hong Kong,2.526652,0.001189
2006,China,1.914201,0.000901
2006,European Union-27,1.787801,0.000841
2006,Barbados,1.424795,0.000670
2006,Oman,1.321493,0.000622
2006,United Arab Emirates,0.892241,0.000420
2006,Guyana,0.660638,0.000311
2006,Sub-Saharan Africa,0.521267,0.000245
2006,Suriname,0.465057,0.000219
2006,Vietnam,0.412382,0.000194
2006,Grenada,0.370809,0.000174
2006,French Polynesia,0.257980,0.000121
2006,St. Vincent And The Grenadine,0.193534,0.000091
2006,Belize,0.179330,0.000084
2006,Pakistan,0.137490,0.000065
2006,Former Soviet Union-12,0.095062,0.000045
2006,Singapore,0.033187,0.000016
2006,Argentina,0.029188,0.000014
2006,Philippines,0.022105,0.000010
2006,Bahamas,0.013669,0.000006
2006,Brazil,0.009090,0.000004
2006,United Kingdom,0.008885,0.000004
2006,Australia,0.007011,0.000003
2006,Kuwait,0.004449,0.000002
2006,Netherlands Antilles,0.002401,0.000001
2006,Aruba,0.000890,0.000000
2006,Other Europe,0.000476,0.000000
2006,Bahrain,0.000449,0.000000
2006,India,0.000390,0.000000
2006,Bangladesh,0.000240,0.000000
2006,New Zealand (No Islands),0.000232,0.000000
2006,Iran,0.000039,0.000000
2007,Japan,578.275578,0.237251
2007,Mexico,386.501736,0.158571
2007,South Korea,336.840795,0.138197
2007,Taiwan,151.315351,0.062081
2007,Canada,123.623553,0.050719
2007,Egypt,122.990020,0.050460
2007,Colombia,115.931330,0.047564
2007,Israel,52.420681,0.021507
2007,Syria,51.371077,0.021076
2007,Dominican Republic,42.943908,0.017619
2007,Saudi Arabia,41.436759,0.017000
2007,Algeria,39.594468,0.016245
2007,Venezuela,38.355916,0.015736
2007,Morocco,35.435452,0.014538
2007,Cuba,31.869794,0.013075
2007,Costa Rica,26.919212,0.011044
2007,Guatemala,24.793659,0.010172
2007,Tunisia,20.679377,0.008484
2007,El Salvador,19.410839,0.007964
2007,Ecuador,18.773164,0.007702
2007,Iran,18.239099,0.007483
2007,Turkey,17.258464,0.007081
2007,Chile,15.992284,0.006561
2007,Peru,15.686885,0.006436
2007,Panama,15.217667,0.006243
2007,Honduras,12.735922,0.005225
2007,Jamaica,9.771310,0.004009
2007,Libya,9.584193,0.003932
2007,Lebanon,8.362951,0.003431
2007,Unidentified Country,7.082894,0.002906
2007,Malaysia,6.159937,0.002527
2007,Jordan,5.790947,0.002376
2007,European Union-27,5.601350,0.002298
2007,Nicaragua,5.031672,0.002064
2007,Trinidad And Tobago,4.524093,0.001856
2007,North Korea,3.177251,0.001304
2007,United Arab Emirates,2.011204,0.000825
2007,Yemen (Sana),1.750193,0.000718
2007,Sub-Saharan Africa,1.688467,0.000693
2007,Vietnam,1.687086,0.000692
2007,Indonesia,1.677133,0.000688
2007,Former Soviet Union-12,1.561714,0.000641
2007,Barbados,1.370754,0.000562
2007,Guyana,1.080854,0.000443
2007,Hong Kong,1.077520,0.000442
2007,Australia,0.895977,0.000368
2007,Oman,0.867526,0.000356
2007,Other Europe,0.377199,0.000155
2007,China,0.367739,0.000151
2007,Suriname,0.308430,0.000127
2007,French Polynesia,0.184637,0.000076
2007,St. Vincent And The Grenadine,0.177433,0.000073
2007,Pakistan,0.125715,0.000052
2007,Grenada,0.112199,0.000046
2007,Dominica,0.086610,0.000036
2007,Argentina,0.080028,0.000033
2007,Philippines,0.053517,0.000022
2007,Haiti,0.043581,0.000018
2007,Thailand,0.031967,0.000013
2007,Singapore,0.015826,0.000006
2007,Bahamas,0.015066,0.000006
2007,Fiji,0.011377,0.000005
2007,Belize,0.009515,0.000004
2007,United Kingdom,0.009492,0.000004
2007,Kuwait,0.008295,0.000003
2007,Brazil,0.007267,0.000003
2007,Aruba,0.001598,0.000001
2007,Antigua & Barbuda,0.001063,0.000000
2007,Qatar,0.000858,0.000000
2007,Guadeloupe,0.000720,0.000000
2007,St. Lucia,0.000630,0.000000
2007,Netherlands Antilles,0.000551,0.000000
2007,New Zealand (No Islands),0.000547,0.000000
2007,Bangladesh,0.000185,0.000000
2007,India,0.000020,0.000000
2007,Bermuda,0.000004,0.000000
2008,Japan,610.957593,0.330436
2008,Mexico,308.690377,0.166955
2008,South Korea,204.550131,0.110631
2008,Taiwan,142.085331,0.076847
2008,Egypt,91.832083,0.049667
2008,Canada,72.510562,0.039217
2008,Colombia,55.970682,0.030272
2008,Venezuela,47.402796,0.025638
2008,Dominican Republic,38.688495,0.020925
2008,Cuba,26.917232,0.014558
2008,Guatemala,25.171941,0.013614
2008,Costa Rica,22.537101,0.012189
2008,Syria,20.160111,0.010904
2008,Saudi Arabia,19.846877,0.010734
2008,Morocco,18.250555,0.009871
2008,Honduras,14.512165,0.007849
2008,El Salvador,13.833083,0.007482
2008,Panama,13.603275,0.007357
2008,Peru,12.985883,0.007023
2008,Jamaica,9.301226,0.005031
2008,Sub-Saharan Africa,9.177275,0.004964
2008,Ecuador,8.552923,0.004626
2008,Israel,6.757181,0.003655
2008,Jordan,5.480509,0.002964
2008,Lebanon,4.690093,0.002537
2008,Algeria,4.085043,0.002209
2008,Trinidad And Tobago,3.650544,0.001974
2008,Nicaragua,3.569871,0.001931
2008,China,3.535361,0.001912
2008,Malaysia,3.474903,0.001879
2008,United Arab Emirates,3.424720,0.001852
2008,Tunisia,3.000961,0.001623
2008,Iran,2.531062,0.001369
2008,Chile,2.460793,0.001331
2008,Vietnam,1.894029,0.001024
2008,European Union-27,1.641419,0.000888
2008,North Korea,1.614097,0.000873
2008,Barbados,1.157221,0.000626
2008,Turkey,1.151060,0.000623
2008,Hong Kong,1.108648,0.000600
2008,Libya,1.066328,0.000577
2008,Guyana,0.989205,0.000535
2008,Indonesia,0.829921,0.000449
2008,Philippines,0.721316,0.000390
2008,Grenada,0.546199,0.000295
2008,Suriname,0.429830,0.000232
2008,Bahrain,0.335417,0.000181
2008,Pakistan,0.281758,0.000152
2008,Unidentified Country,0.218218,0.000118
2008,French Polynesia,0.184479,0.000100
2008,St. Vincent And The Grenadine,0.141726,0.000077
2008,Thailand,0.089405,0.000048
2008,Oman,0.078736,0.000043
2008,Argentina,0.057155,0.000031
2008,Singapore,0.040746,0.000022
2008,Former Soviet Union-12,0.032219,0.000017
2008,India,0.025668,0.000014
2008,Brazil,0.023841,0.000013
2008,United Kingdom,0.019058,0.000010
2008,Bahamas,0.011417,0.000006
2008,Belize,0.010618,0.000006
2008,Netherlands Antilles,0.009724,0.000005
2008,Other Europe,0.008775,0.000005
2008,Australia,0.007913,0.000004
2008,Martinique,0.006771,0.000004
2008,Haiti,0.005811,0.000003
2008,Kuwait,0.003413,0.000002
2008,Aruba,0.001842,0.000001
2008,New Zealand (No Islands),0.001811,0.000001
2008,Bermuda,0.000984,0.000001
2008,Bolivia,0.000193,0.000000
2008,Cayman Islands,0.000079,0.000000
2009,Japan,595.563214,0.300938
2009,Mexico,324.898942,0.164171
2009,South Korea,278.555919,0.140754
2009,Taiwan,125.221009,0.063274
2009,Egypt,109.202116,0.055180
2009,Canada,82.589637,0.041732
2009,China,47.209955,0.023855
2009,Venezuela,43.544809,0.022003
2009,Colombia,40.110955,0.020268
2009,Dominican Republic,36.606538,0.018497
2009,Peru,34.837397,0.017603
2009,Syria,32.063702,0.016202
2009,Saudi Arabia,29.713947,0.015014
2009,Guatemala,26.032105,0.013154
2009,Cuba,22.948995,0.011596
2009,Costa Rica,22.788660,0.011515
2009,Morocco,17.976434,0.009083
2009,El Salvador,17.352298,0.008768
2009,Honduras,13.660166,0.006902
2009,Panama,12.872026,0.006504
2009,Jamaica,9.217911,0.004658
2009,Tunisia,7.038604,0.003557
2009,Israel,6.984351,0.003529
2009,Ecuador,6.612719,0.003341
2009,Lebanon,4.718950,0.002384
2009,Nicaragua,4.579508,0.002314
2009,Trinidad And Tobago,3.955262,0.001999
2009,Algeria,3.579083,0.001809
2009,Jordan,3.399942,0.001718
2009,European Union-27,2.729623,0.001379
2009,Libya,1.706770,0.000862
2009,Barbados,1.510834,0.000763
2009,Guyana,1.460758,0.000738
2009,United Arab Emirates,1.196046,0.000604
2009,Chile,1.113270,0.000563
2009,Vietnam,1.105310,0.000559
2009,Hong Kong,1.105078,0.000558
2009,Indonesia,0.529660,0.000268
2009,Sub-Saharan Africa,0.489237,0.000247
2009,Malaysia,0.446317,0.000226
2009,Suriname,0.405851,0.000205
2009,Unidentified Country,0.393997,0.000199
2009,St. Vincent And The Grenadine,0.174677,0.000088
2009,French Polynesia,0.167630,0.000085
2009,Grenada,0.155504,0.000079
2009,Pakistan,0.152615,0.000077
2009,Oman,0.078776,0.000040
2009,Other Europe,0.067135,0.000034
2009,Philippines,0.044061,0.000022
2009,Argentina,0.038230,0.000019
2009,Bahamas,0.032896,0.000017
2009,Turkey,0.023271,0.000012
2009,United Kingdom,0.018566,0.000009
2009,Brazil,0.011582,0.000006
2009,Belize,0.008657,0.000004
2009,Former Soviet Union-12,0.005905,0.000003
2009,Australia,0.002874,0.000001
2009,Kuwait,0.002220,0.000001
2009,Thailand,0.002169,0.000001
2009,Netherlands Antilles,0.002024,0.000001
2009,Haiti,0.002016,0.000001
2009,Bahrain,0.001929,0.000001
2009,India,0.001417,0.000001
2009,Bangladesh,0.000657,0.000000
2009,New Zealand (No Islands),0.000587,0.000000
2009,Aruba,0.000433,0.000000
2009,St. Kitts-Nevis,0.000315,0.000000
2009,North Korea,0.000252,0.000000
2009,St. Lucia,0.000157,0.000000
2009,Cayman Islands,0.000118,0.000000
2009,Bolivia,0.000079,0.000000
2010,Japan,547.770003,0.299177
2010,Mexico,294.581319,0.160892
2010,South Korea,241.044742,0.131652
2010,Egypt,134.065859,0.073223
2010,Taiwan,107.755685,0.058853
2010,European Union-27,39.267066,0.021447
2010,China,38.573611,0.021068
2010,Syria,37.800261,0.020645
2010,Canada,37.712364,0.020597
2010,Venezuela,33.687109,0.018399
2010,Israel,31.663878,0.017294
2010,Dominican Republic,29.745843,0.016246
2010,Costa Rica,28.028668,0.015308
2010,Guatemala,27.063269,0.014781
2010,Saudi Arabia,22.662083,0.012377
2010,Indonesia,21.571591,0.011782
2010,Colombia,19.906008,0.010872
2010,El Salvador,19.318304,0.010551
2010,Cuba,17.874156,0.009762
2010,Honduras,17.448416,0.009530
2010,Jamaica,11.124837,0.006076
2010,Panama,10.368853,0.005663
2010,Lebanon,9.796073,0.005350
2010,Ecuador,8.430665,0.004605
2010,Morocco,7.182574,0.003923
2010,Tunisia,6.328677,0.003457
2010,Nicaragua,6.148702,0.003358
2010,Trinidad And Tobago,3.342917,0.001826
2010,Malaysia,3.065091,0.001674
2010,Jordan,2.794120,0.001526
2010,Iran,2.656213,0.001451
2010,Peru,2.614054,0.001428
2010,Libya,1.968332,0.001075
2010,Guyana,1.473182,0.000805
2010,Hong Kong,0.977552,0.000534
2010,Barbados,0.926964,0.000506
2010,United Arab Emirates,0.803092,0.000439
2010,Grenada,0.643710,0.000352
2010,Vietnam,0.493559,0.000270
2010,Turkey,0.403272,0.000220
2010,British Virgin Islands,0.379903,0.000207
2010,Suriname,0.362566,0.000198
2010,Sub-Saharan Africa,0.306769,0.000168
2010,St. Vincent And The Grenadine,0.142355,0.000078
2010,French Polynesia,0.142237,0.000078
2010,Pakistan,0.105164,0.000057
2010,Other Europe,0.103460,0.000057
2010,Philippines,0.060100,0.000033
2010,Former Soviet Union-12,0.042884,0.000023
2010,United Kingdom,0.038699,0.000021
2010,Argentina,0.037486,0.000020
2010,Martinique,0.037400,0.000020
2010,Chile,0.024770,0.000014
2010,Bahamas,0.019023,0.000010
2010,Belize,0.012051,0.000007
2010,Brazil,0.011074,0.000006
2010,Haiti,0.003090,0.000002
2010,Thailand,0.002874,0.000002
2010,St. Lucia,0.002835,0.000002
2010,Kuwait,0.002165,0.000001
2010,Antigua & Barbuda,0.001106,0.000001
2010,Bahrain,0.000961,0.000001
2010,Aruba,0.000787,0.000000
2010,Singapore,0.000472,0.000000
2010,Curacao,0.000177,0.000000
2010,New Zealand (No Islands),0.000169,0.000000
2010,Afghanistan,0.000118,0.000000
2010,India,0.000043,0.000000
2010,Cayman Islands,0.000024,0.000000
2011,Japan,453.434456,0.294600
2011,Mexico,397.485611,0.258249
2011,China,202.599365,0.131630
2011,South Korea,140.306056,0.091158
2011,Taiwan,61.126230,0.039714
2011,Venezuela,52.603806,0.034177
2011,Canada,34.235091,0.022243
2011,Guatemala,23.264287,0.015115
2011,Costa Rica,22.660024,0.014722
2011,Egypt,19.471210,0.012651
2011,Cuba,18.690810,0.012144
2011,El Salvador,14.992961,0.009741
2011,Dominican Republic,14.307651,0.009296
2011,Saudi Arabia,14.241024,0.009252
2011,Honduras,14.128659,0.009179
